Constituent fund name,Date,Currency,NAV / unit
Manulife MPF North American Equity Fund,10/02/2022,HKD,26.002
Manulife MPF North American Equity Fund,11/02/2022,HKD,25.344
Manulife MPF North American Equity Fund,14/02/2022,HKD,25.292
Manulife MPF North American Equity Fund,15/02/2022,HKD,25.770
Manulife MPF North American Equity Fund,16/02/2022,HKD,25.717
Manulife MPF North American Equity Fund,17/02/2022,HKD,24.985
Manulife MPF North American Equity Fund,18/02/2022,HKD,24.716
Manulife MPF North American Equity Fund,21/02/2022,HKD,24.710
Manulife MPF North American Equity Fund,22/02/2022,HKD,24.413
Manulife MPF North American Equity Fund,23/02/2022,HKD,23.885
Manulife MPF North American Equity Fund,24/02/2022,HKD,24.649
Manulife MPF North American Equity Fund,25/02/2022,HKD,25.183
Manulife MPF North American Equity Fund,28/02/2022,HKD,25.176
Manulife MPF North American Equity Fund,01/03/2022,HKD,24.732
Manulife MPF North American Equity Fund,02/03/2022,HKD,25.098
Manulife MPF North American Equity Fund,03/03/2022,HKD,24.716
Manulife MPF North American Equity Fund,04/03/2022,HKD,24.329
Manulife MPF North American Equity Fund,07/03/2022,HKD,23.308
Manulife MPF North American Equity Fund,08/03/2022,HKD,23.191
Manulife MPF North American Equity Fund,09/03/2022,HKD,24.130
Manulife MPF North American Equity Fund,10/03/2022,HKD,23.981
Manulife MPF North American Equity Fund,11/03/2022,HKD,23.532
Manulife MPF North American Equity Fund,14/03/2022,HKD,23.179
Manulife MPF North American Equity Fund,15/03/2022,HKD,23.784
Manulife MPF North American Equity Fund,16/03/2022,HKD,24.607
Manulife MPF North American Equity Fund,17/03/2022,HKD,24.972
Manulife MPF North American Equity Fund,18/03/2022,HKD,25.548
Manulife MPF North American Equity Fund,21/03/2022,HKD,25.410
Manulife MPF North American Equity Fund,22/03/2022,HKD,25.851
Manulife MPF North American Equity Fund,23/03/2022,HKD,25.502
Manulife MPF North American Equity Fund,24/03/2022,HKD,25.900
Manulife MPF North American Equity Fund,25/03/2022,HKD,25.889
Manulife MPF North American Equity Fund,28/03/2022,HKD,26.171
Manulife MPF North American Equity Fund,29/03/2022,HKD,26.620
Manulife MPF North American Equity Fund,30/03/2022,HKD,26.359
Manulife MPF North American Equity Fund,31/03/2022,HKD,25.871
Manulife MPF North American Equity Fund,01/04/2022,HKD,26.009
Manulife MPF North American Equity Fund,04/04/2022,HKD,26.437
Manulife MPF North American Equity Fund,06/04/2022,HKD,25.366
Manulife MPF North American Equity Fund,07/04/2022,HKD,25.406
Manulife MPF North American Equity Fund,08/04/2022,HKD,25.205
Manulife MPF North American Equity Fund,11/04/2022,HKD,24.743
Manulife MPF North American Equity Fund,12/04/2022,HKD,24.577
Manulife MPF North American Equity Fund,13/04/2022,HKD,24.982
Manulife MPF North American Equity Fund,14/04/2022,HKD,24.551
Manulife MPF North American Equity Fund,19/04/2022,HKD,25.034
Manulife MPF North American Equity Fund,20/04/2022,HKD,24.697
Manulife MPF North American Equity Fund,21/04/2022,HKD,24.151
Manulife MPF North American Equity Fund,22/04/2022,HKD,23.408
Manulife MPF North American Equity Fund,25/04/2022,HKD,23.672
Manulife MPF North American Equity Fund,26/04/2022,HKD,22.830
Manulife MPF North American Equity Fund,27/04/2022,HKD,22.778
Manulife MPF North American Equity Fund,28/04/2022,HKD,23.592
Manulife MPF North American Equity Fund,29/04/2022,HKD,22.559
Manulife MPF North American Equity Fund,03/05/2022,HKD,22.952
Manulife MPF North American Equity Fund,04/05/2022,HKD,23.730
Manulife MPF North American Equity Fund,05/05/2022,HKD,22.554
Manulife MPF North American Equity Fund,06/05/2022,HKD,22.275
Manulife MPF North American Equity Fund,10/05/2022,HKD,21.417
Manulife MPF North American Equity Fund,11/05/2022,HKD,20.865
Manulife MPF North American Equity Fund,12/05/2022,HKD,20.879
Manulife MPF North American Equity Fund,13/05/2022,HKD,21.688
Manulife MPF North American Equity Fund,16/05/2022,HKD,21.411
Manulife MPF North American Equity Fund,17/05/2022,HKD,21.956
Manulife MPF North American Equity Fund,18/05/2022,HKD,20.958
Manulife MPF North American Equity Fund,19/05/2022,HKD,20.938
Manulife MPF North American Equity Fund,20/05/2022,HKD,20.947
Manulife MPF North American Equity Fund,23/05/2022,HKD,21.260
Manulife MPF North American Equity Fund,24/05/2022,HKD,20.682
Manulife MPF North American Equity Fund,25/05/2022,HKD,21.063
Manulife MPF North American Equity Fund,26/05/2022,HKD,21.627
Manulife MPF North American Equity Fund,27/05/2022,HKD,22.282
Manulife MPF North American Equity Fund,30/05/2022,HKD,22.278
Manulife MPF North American Equity Fund,31/05/2022,HKD,22.192
Manulife MPF North American Equity Fund,01/06/2022,HKD,22.056
Manulife MPF North American Equity Fund,02/06/2022,HKD,22.700
Manulife MPF North American Equity Fund,06/06/2022,HKD,22.288
Manulife MPF North American Equity Fund,07/06/2022,HKD,22.499
Manulife MPF North American Equity Fund,08/06/2022,HKD,22.328
Manulife MPF North American Equity Fund,09/06/2022,HKD,21.674
Manulife MPF North American Equity Fund,10/06/2022,HKD,20.786
Manulife MPF North American Equity Fund,13/06/2022,HKD,19.809
Manulife MPF North American Equity Fund,14/06/2022,HKD,19.781
Manulife MPF North American Equity Fund,15/06/2022,HKD,20.311
Manulife MPF North American Equity Fund,16/06/2022,HKD,19.494
Manulife MPF North American Equity Fund,17/06/2022,HKD,19.720
Manulife MPF North American Equity Fund,20/06/2022,HKD,19.721
Manulife MPF North American Equity Fund,21/06/2022,HKD,20.153
Manulife MPF North American Equity Fund,22/06/2022,HKD,20.162
Manulife MPF North American Equity Fund,23/06/2022,HKD,20.515
Manulife MPF North American Equity Fund,24/06/2022,HKD,21.289
Manulife MPF North American Equity Fund,27/06/2022,HKD,21.095
Manulife MPF North American Equity Fund,28/06/2022,HKD,20.489
Manulife MPF North American Equity Fund,29/06/2022,HKD,20.530
Manulife MPF North American Equity Fund,30/06/2022,HKD,20.210
Manulife MPF North American Equity Fund,04/07/2022,HKD,20.414
Manulife MPF North American Equity Fund,05/07/2022,HKD,20.776
Manulife MPF North American Equity Fund,06/07/2022,HKD,20.826
Manulife MPF North American Equity Fund,07/07/2022,HKD,21.279
Manulife MPF North American Equity Fund,08/07/2022,HKD,21.260
Manulife MPF North American Equity Fund,11/07/2022,HKD,20.852
Manulife MPF North American Equity Fund,12/07/2022,HKD,20.579
Manulife MPF North American Equity Fund,13/07/2022,HKD,20.502
Manulife MPF North American Equity Fund,14/07/2022,HKD,20.413
Manulife MPF North American Equity Fund,15/07/2022,HKD,20.895
Manulife MPF North American Equity Fund,18/07/2022,HKD,20.757
Manulife MPF North American Equity Fund,19/07/2022,HKD,21.456
Manulife MPF North American Equity Fund,20/07/2022,HKD,21.784
Manulife MPF North American Equity Fund,21/07/2022,HKD,22.109
Manulife MPF North American Equity Fund,22/07/2022,HKD,21.667
Manulife MPF North American Equity Fund,25/07/2022,HKD,21.588
Manulife MPF North American Equity Fund,26/07/2022,HKD,21.120
Manulife MPF North American Equity Fund,27/07/2022,HKD,21.940
Manulife MPF North American Equity Fund,28/07/2022,HKD,22.176
Manulife MPF North American Equity Fund,29/07/2022,HKD,22.675
Manulife MPF North American Equity Fund,01/08/2022,HKD,22.609
Manulife MPF North American Equity Fund,02/08/2022,HKD,22.468
Manulife MPF North American Equity Fund,03/08/2022,HKD,23.122
Manulife MPF North American Equity Fund,04/08/2022,HKD,23.252
Manulife MPF North American Equity Fund,05/08/2022,HKD,23.159
Manulife MPF North American Equity Fund,08/08/2022,HKD,23.154
Manulife MPF North American Equity Fund,09/08/2022,HKD,22.867
Manulife MPF North American Equity Fund,10/08/2022,HKD,23.572
Manulife MPF North American Equity Fund,11/08/2022,HKD,23.461
Manulife MPF North American Equity Fund,12/08/2022,HKD,23.888
Manulife MPF North American Equity Fund,15/08/2022,HKD,24.002
Manulife MPF North American Equity Fund,16/08/2022,HKD,23.995
Manulife MPF North American Equity Fund,17/08/2022,HKD,23.695
Manulife MPF North American Equity Fund,18/08/2022,HKD,23.689
Manulife MPF North American Equity Fund,19/08/2022,HKD,23.218
Manulife MPF North American Equity Fund,22/08/2022,HKD,22.611
Manulife MPF North American Equity Fund,23/08/2022,HKD,22.580
Manulife MPF North American Equity Fund,24/08/2022,HKD,22.686
Manulife MPF North American Equity Fund,25/08/2022,HKD,23.046
Manulife MPF North American Equity Fund,26/08/2022,HKD,22.162
Manulife MPF North American Equity Fund,29/08/2022,HKD,21.921
Manulife MPF North American Equity Fund,30/08/2022,HKD,21.730
Manulife MPF North American Equity Fund,31/08/2022,HKD,21.553
Manulife MPF North American Equity Fund,01/09/2022,HKD,21.530
Manulife MPF North American Equity Fund,02/09/2022,HKD,21.320
Manulife MPF North American Equity Fund,05/09/2022,HKD,21.313
Manulife MPF North American Equity Fund,06/09/2022,HKD,21.166
Manulife MPF North American Equity Fund,07/09/2022,HKD,21.584
Manulife MPF North American Equity Fund,08/09/2022,HKD,21.766
Manulife MPF North American Equity Fund,09/09/2022,HKD,22.216
Manulife MPF North American Equity Fund,13/09/2022,HKD,21.346
Manulife MPF North American Equity Fund,14/09/2022,HKD,21.465
Manulife MPF North American Equity Fund,15/09/2022,HKD,21.192
Manulife MPF North American Equity Fund,16/09/2022,HKD,20.981
Manulife MPF North American Equity Fund,19/09/2022,HKD,21.153
Manulife MPF North American Equity Fund,20/09/2022,HKD,20.884
Manulife MPF North American Equity Fund,21/09/2022,HKD,20.481
Manulife MPF North American Equity Fund,22/09/2022,HKD,20.281
Manulife MPF North American Equity Fund,23/09/2022,HKD,19.895
Manulife MPF North American Equity Fund,26/09/2022,HKD,19.697
Manulife MPF North American Equity Fund,27/09/2022,HKD,19.719
Manulife MPF North American Equity Fund,28/09/2022,HKD,20.174
Manulife MPF North American Equity Fund,29/09/2022,HKD,19.593
Manulife MPF North American Equity Fund,30/09/2022,HKD,19.310
Manulife MPF North American Equity Fund,03/10/2022,HKD,19.756
Manulife MPF North American Equity Fund,05/10/2022,HKD,20.394
Manulife MPF North American Equity Fund,06/10/2022,HKD,20.236
Manulife MPF North American Equity Fund,07/10/2022,HKD,19.543
Manulife MPF North American Equity Fund,10/10/2022,HKD,19.308
Manulife MPF North American Equity Fund,11/10/2022,HKD,19.044
Manulife MPF North American Equity Fund,12/10/2022,HKD,19.044
Manulife MPF North American Equity Fund,13/10/2022,HKD,19.426
Manulife MPF North American Equity Fund,14/10/2022,HKD,18.837
Manulife MPF North American Equity Fund,17/10/2022,HKD,19.474
Manulife MPF North American Equity Fund,18/10/2022,HKD,19.705
Manulife MPF North American Equity Fund,19/10/2022,HKD,19.514
Manulife MPF North American Equity Fund,20/10/2022,HKD,19.419
Manulife MPF North American Equity Fund,21/10/2022,HKD,19.866
Manulife MPF North American Equity Fund,24/10/2022,HKD,19.991
Manulife MPF North American Equity Fund,25/10/2022,HKD,20.426
Manulife MPF North American Equity Fund,26/10/2022,HKD,20.032
Manulife MPF North American Equity Fund,27/10/2022,HKD,19.791
Manulife MPF North American Equity Fund,28/10/2022,HKD,20.178
Manulife MPF North American Equity Fund,31/10/2022,HKD,19.992
Manulife MPF North American Equity Fund,01/11/2022,HKD,19.788
Manulife MPF North American Equity Fund,02/11/2022,HKD,19.180
Manulife MPF North American Equity Fund,03/11/2022,HKD,18.838
Manulife MPF North American Equity Fund,04/11/2022,HKD,19.044
Manulife MPF North American Equity Fund,07/11/2022,HKD,19.251
Manulife MPF North American Equity Fund,08/11/2022,HKD,19.362
Manulife MPF North American Equity Fund,09/11/2022,HKD,18.877
Manulife MPF North American Equity Fund,10/11/2022,HKD,20.288
Manulife MPF North American Equity Fund,11/11/2022,HKD,20.589
Manulife MPF North American Equity Fund,14/11/2022,HKD,20.323
Manulife MPF North American Equity Fund,15/11/2022,HKD,20.574
Manulife MPF North American Equity Fund,16/11/2022,HKD,20.353
Manulife MPF North American Equity Fund,17/11/2022,HKD,20.204
Manulife MPF North American Equity Fund,18/11/2022,HKD,20.225
Manulife MPF North American Equity Fund,21/11/2022,HKD,19.958
Manulife MPF North American Equity Fund,22/11/2022,HKD,20.286
Manulife MPF North American Equity Fund,23/11/2022,HKD,20.495
Manulife MPF North American Equity Fund,24/11/2022,HKD,20.471
Manulife MPF North American Equity Fund,25/11/2022,HKD,20.441
Manulife MPF North American Equity Fund,28/11/2022,HKD,20.158
Manulife MPF North American Equity Fund,29/11/2022,HKD,20.043
Manulife MPF North American Equity Fund,30/11/2022,HKD,20.880
Manulife MPF North American Equity Fund,01/12/2022,HKD,20.835
Manulife MPF North American Equity Fund,02/12/2022,HKD,20.761
Manulife MPF North American Equity Fund,05/12/2022,HKD,20.304
Manulife MPF North American Equity Fund,06/12/2022,HKD,19.945
Manulife MPF North American Equity Fund,07/12/2022,HKD,19.937
Manulife MPF North American Equity Fund,08/12/2022,HKD,20.135
Manulife MPF North American Equity Fund,09/12/2022,HKD,20.005
Manulife MPF North American Equity Fund,12/12/2022,HKD,20.253
Manulife MPF North American Equity Fund,13/12/2022,HKD,20.527
Manulife MPF North American Equity Fund,14/12/2022,HKD,20.399
Manulife MPF North American Equity Fund,15/12/2022,HKD,19.803
Manulife MPF North American Equity Fund,16/12/2022,HKD,19.591
Manulife MPF North American Equity Fund,19/12/2022,HKD,19.304
Manulife MPF North American Equity Fund,20/12/2022,HKD,19.348
Manulife MPF North American Equity Fund,21/12/2022,HKD,19.663
Manulife MPF North American Equity Fund,22/12/2022,HKD,19.293
Manulife MPF North American Equity Fund,23/12/2022,HKD,19.384
Manulife MPF North American Equity Fund,28/12/2022,HKD,18.925
Manulife MPF North American Equity Fund,29/12/2022,HKD,19.364
Manulife MPF North American Equity Fund,30/12/2022,HKD,19.337
Manulife MPF North American Equity Fund,03/01/2023,HKD,19.294
Manulife MPF North American Equity Fund,04/01/2023,HKD,19.441
Manulife MPF North American Equity Fund,05/01/2023,HKD,19.079
Manulife MPF North American Equity Fund,06/01/2023,HKD,19.483
Manulife MPF North American Equity Fund,09/01/2023,HKD,19.610
Manulife MPF North American Equity Fund,10/01/2023,HKD,19.802
Manulife MPF North American Equity Fund,11/01/2023,HKD,20.192
Manulife MPF North American Equity Fund,12/01/2023,HKD,20.322
Manulife MPF North American Equity Fund,13/01/2023,HKD,20.462
Manulife MPF North American Equity Fund,16/01/2023,HKD,20.459
Manulife MPF North American Equity Fund,17/01/2023,HKD,20.443
Manulife MPF North American Equity Fund,18/01/2023,HKD,20.212
Manulife MPF North American Equity Fund,19/01/2023,HKD,20.079
Manulife MPF North American Equity Fund,20/01/2023,HKD,20.592
Manulife MPF North American Equity Fund,26/01/2023,HKD,21.118
Manulife MPF North American Equity Fund,27/01/2023,HKD,21.234
Manulife MPF North American Equity Fund,30/01/2023,HKD,20.902
Manulife MPF North American Equity Fund,31/01/2023,HKD,21.270
Manulife MPF North American Equity Fund,01/02/2023,HKD,21.629
Manulife MPF North American Equity Fund,02/02/2023,HKD,22.205
Manulife MPF North American Equity Fund,03/02/2023,HKD,21.812
Manulife MPF North American Equity Fund,06/02/2023,HKD,21.601
Manulife MPF North American Equity Fund,07/02/2023,HKD,21.970
Manulife MPF North American Equity Fund,08/02/2023,HKD,21.650
Manulife MPF North American Equity Fund,09/02/2023,HKD,21.472
Manulife MPF North American Equity Fund,10/02/2023,HKD,21.379
Manulife MPF North American Equity Fund,13/02/2023,HKD,21.660
Manulife MPF North American Equity Fund,14/02/2023,HKD,21.736
Manulife MPF North American Equity Fund,15/02/2023,HKD,21.885
Manulife MPF North American Equity Fund,16/02/2023,HKD,21.476
Manulife MPF North American Equity Fund,17/02/2023,HKD,21.298
Manulife MPF North American Equity Fund,20/02/2023,HKD,21.268
Manulife MPF North American Equity Fund,21/02/2023,HKD,20.847
Manulife MPF North American Equity Fund,22/02/2023,HKD,20.885
Manulife MPF North American Equity Fund,23/02/2023,HKD,21.059
Manulife MPF North American Equity Fund,24/02/2023,HKD,20.759
Manulife MPF North American Equity Fund,27/02/2023,HKD,20.845
Manulife MPF North American Equity Fund,28/02/2023,HKD,20.811
Manulife MPF North American Equity Fund,01/03/2023,HKD,20.677
Manulife MPF North American Equity Fund,02/03/2023,HKD,20.892
Manulife MPF North American Equity Fund,03/03/2023,HKD,21.294
Manulife MPF North American Equity Fund,06/03/2023,HKD,21.262
Manulife MPF North American Equity Fund,07/03/2023,HKD,20.988
Manulife MPF North American Equity Fund,08/03/2023,HKD,21.074
Manulife MPF North American Equity Fund,09/03/2023,HKD,20.677
Manulife MPF North American Equity Fund,10/03/2023,HKD,20.314
Manulife MPF North American Equity Fund,13/03/2023,HKD,20.356
Manulife MPF North American Equity Fund,14/03/2023,HKD,20.798
Manulife MPF North American Equity Fund,15/03/2023,HKD,20.715
Manulife MPF North American Equity Fund,16/03/2023,HKD,21.236
Manulife MPF North American Equity Fund,17/03/2023,HKD,21.064
Manulife MPF North American Equity Fund,20/03/2023,HKD,21.119
Manulife MPF North American Equity Fund,21/03/2023,HKD,21.501
Manulife MPF North American Equity Fund,22/03/2023,HKD,21.222
Manulife MPF North American Equity Fund,23/03/2023,HKD,21.380
Manulife MPF North American Equity Fund,24/03/2023,HKD,21.387
Manulife MPF North American Equity Fund,27/03/2023,HKD,21.326
Manulife MPF North American Equity Fund,28/03/2023,HKD,21.238
Manulife MPF North American Equity Fund,29/03/2023,HKD,21.591
Manulife MPF North American Equity Fund,30/03/2023,HKD,21.747
Manulife MPF North American Equity Fund,31/03/2023,HKD,22.109
Manulife MPF North American Equity Fund,03/04/2023,HKD,22.120
Manulife MPF North American Equity Fund,04/04/2023,HKD,22.029
Manulife MPF North American Equity Fund,06/04/2023,HKD,21.951
Manulife MPF North American Equity Fund,11/04/2023,HKD,21.872
Manulife MPF North American Equity Fund,12/04/2023,HKD,21.737
Manulife MPF North American Equity Fund,13/04/2023,HKD,22.119
Manulife MPF North American Equity Fund,14/04/2023,HKD,22.098
Manulife MPF North American Equity Fund,17/04/2023,HKD,22.120
Manulife MPF North American Equity Fund,18/04/2023,HKD,22.164
Manulife MPF North American Equity Fund,19/04/2023,HKD,22.176
Manulife MPF North American Equity Fund,20/04/2023,HKD,22.082
Manulife MPF North American Equity Fund,21/04/2023,HKD,22.098
Manulife MPF North American Equity Fund,24/04/2023,HKD,22.068
Manulife MPF North American Equity Fund,25/04/2023,HKD,21.581
Manulife MPF North American Equity Fund,26/04/2023,HKD,21.668
Manulife MPF North American Equity Fund,27/04/2023,HKD,22.172
Manulife MPF North American Equity Fund,28/04/2023,HKD,22.297
Manulife MPF North American Equity Fund,02/05/2023,HKD,22.020
Manulife MPF North American Equity Fund,03/05/2023,HKD,21.914
Manulife MPF North American Equity Fund,04/05/2023,HKD,21.812
Manulife MPF North American Equity Fund,05/05/2023,HKD,22.218
Manulife MPF North American Equity Fund,08/05/2023,HKD,22.264
Manulife MPF North American Equity Fund,09/05/2023,HKD,22.139
Manulife MPF North American Equity Fund,10/05/2023,HKD,22.267
Manulife MPF North American Equity Fund,11/05/2023,HKD,22.286
Manulife MPF North American Equity Fund,12/05/2023,HKD,22.235
Manulife MPF North American Equity Fund,15/05/2023,HKD,22.348
Manulife MPF North American Equity Fund,16/05/2023,HKD,22.301
Manulife MPF North American Equity Fund,17/05/2023,HKD,22.612
Manulife MPF North American Equity Fund,18/05/2023,HKD,22.939
Manulife MPF North American Equity Fund,19/05/2023,HKD,22.811
Manulife MPF North American Equity Fund,22/05/2023,HKD,22.873
Manulife MPF North American Equity Fund,23/05/2023,HKD,22.576
Manulife MPF North American Equity Fund,24/05/2023,HKD,22.433
Manulife MPF North American Equity Fund,25/05/2023,HKD,22.811
Manulife MPF North American Equity Fund,29/05/2023,HKD,23.225
Manulife MPF North American Equity Fund,30/05/2023,HKD,23.226
Manulife MPF North American Equity Fund,31/05/2023,HKD,23.090
Manulife MPF North American Equity Fund,01/06/2023,HKD,23.361
Manulife MPF North American Equity Fund,02/06/2023,HKD,23.656
Manulife MPF North American Equity Fund,05/06/2023,HKD,23.647
Manulife MPF North American Equity Fund,06/06/2023,HKD,23.762
Manulife MPF North American Equity Fund,07/06/2023,HKD,23.384
Manulife MPF North American Equity Fund,08/06/2023,HKD,23.572
Manulife MPF North American Equity Fund,09/06/2023,HKD,23.663
Manulife MPF North American Equity Fund,12/06/2023,HKD,23.962
Manulife MPF North American Equity Fund,13/06/2023,HKD,24.096
Manulife MPF North American Equity Fund,14/06/2023,HKD,24.120
Manulife MPF North American Equity Fund,15/06/2023,HKD,24.420
Manulife MPF North American Equity Fund,16/06/2023,HKD,24.222
Manulife MPF North American Equity Fund,19/06/2023,HKD,24.210
Manulife MPF North American Equity Fund,20/06/2023,HKD,24.180
Manulife MPF North American Equity Fund,21/06/2023,HKD,23.975
Manulife MPF North American Equity Fund,23/06/2023,HKD,24.017
Manulife MPF North American Equity Fund,26/06/2023,HKD,23.728
Manulife MPF North American Equity Fund,27/06/2023,HKD,24.080
Manulife MPF North American Equity Fund,28/06/2023,HKD,24.116
Manulife MPF North American Equity Fund,29/06/2023,HKD,24.159
Manulife MPF North American Equity Fund,30/06/2023,HKD,24.478
Manulife MPF North American Equity Fund,03/07/2023,HKD,24.491
Manulife MPF North American Equity Fund,04/07/2023,HKD,24.484
Manulife MPF North American Equity Fund,05/07/2023,HKD,24.432
Manulife MPF North American Equity Fund,06/07/2023,HKD,24.165
Manulife MPF North American Equity Fund,07/07/2023,HKD,24.147
Manulife MPF North American Equity Fund,10/07/2023,HKD,24.184
Manulife MPF North American Equity Fund,11/07/2023,HKD,24.398
Manulife MPF North American Equity Fund,12/07/2023,HKD,24.638
Manulife MPF North American Equity Fund,13/07/2023,HKD,24.928
Manulife MPF North American Equity Fund,14/07/2023,HKD,24.894
Manulife MPF North American Equity Fund,18/07/2023,HKD,25.162
Manulife MPF North American Equity Fund,19/07/2023,HKD,25.253
Manulife MPF North American Equity Fund,20/07/2023,HKD,24.952
Manulife MPF North American Equity Fund,21/07/2023,HKD,24.973
Manulife MPF North American Equity Fund,24/07/2023,HKD,25.014
Manulife MPF North American Equity Fund,25/07/2023,HKD,25.105
Manulife MPF North American Equity Fund,26/07/2023,HKD,25.119
Manulife MPF North American Equity Fund,27/07/2023,HKD,24.972
Manulife MPF North American Equity Fund,28/07/2023,HKD,25.284
Manulife MPF North American Equity Fund,31/07/2023,HKD,25.328
Manulife MPF North American Equity Fund,01/08/2023,HKD,25.226
Manulife MPF North American Equity Fund,02/08/2023,HKD,24.817
Manulife MPF North American Equity Fund,03/08/2023,HKD,24.786
Manulife MPF North American Equity Fund,04/08/2023,HKD,24.822
Manulife MPF North American Equity Fund,07/08/2023,HKD,25.022
Manulife MPF North American Equity Fund,08/08/2023,HKD,24.873
Manulife MPF North American Equity Fund,09/08/2023,HKD,24.699
Manulife MPF North American Equity Fund,10/08/2023,HKD,24.733
Manulife MPF North American Equity Fund,11/08/2023,HKD,24.658
Manulife MPF North American Equity Fund,14/08/2023,HKD,24.808
Manulife MPF North American Equity Fund,15/08/2023,HKD,24.536
Manulife MPF North American Equity Fund,16/08/2023,HKD,24.331
Manulife MPF North American Equity Fund,17/08/2023,HKD,24.128
Manulife MPF North American Equity Fund,18/08/2023,HKD,24.117
Manulife MPF North American Equity Fund,21/08/2023,HKD,24.330
Manulife MPF North American Equity Fund,22/08/2023,HKD,24.279
Manulife MPF North American Equity Fund,23/08/2023,HKD,24.570
Manulife MPF North American Equity Fund,24/08/2023,HKD,24.183
Manulife MPF North American Equity Fund,25/08/2023,HKD,24.357
Manulife MPF North American Equity Fund,28/08/2023,HKD,24.543
Manulife MPF North American Equity Fund,29/08/2023,HKD,24.931
Manulife MPF North American Equity Fund,30/08/2023,HKD,25.045
Manulife MPF North American Equity Fund,31/08/2023,HKD,25.039
Manulife MPF North American Equity Fund,04/09/2023,HKD,25.047
Manulife MPF North American Equity Fund,05/09/2023,HKD,24.966
Manulife MPF North American Equity Fund,06/09/2023,HKD,24.789
Manulife MPF North American Equity Fund,07/09/2023,HKD,24.695
Manulife MPF North American Equity Fund,11/09/2023,HKD,24.911
Manulife MPF North American Equity Fund,12/09/2023,HKD,24.752
Manulife MPF North American Equity Fund,13/09/2023,HKD,24.776
Manulife MPF North American Equity Fund,14/09/2023,HKD,24.993
Manulife MPF North American Equity Fund,15/09/2023,HKD,24.729
Manulife MPF North American Equity Fund,18/09/2023,HKD,24.718
Manulife MPF North American Equity Fund,19/09/2023,HKD,24.639
Manulife MPF North American Equity Fund,20/09/2023,HKD,24.398
Manulife MPF North American Equity Fund,21/09/2023,HKD,23.935
Manulife MPF North American Equity Fund,22/09/2023,HKD,23.876
Manulife MPF North American Equity Fund,25/09/2023,HKD,23.973
Manulife MPF North American Equity Fund,26/09/2023,HKD,23.585
Manulife MPF North American Equity Fund,27/09/2023,HKD,23.597
Manulife MPF North American Equity Fund,28/09/2023,HKD,23.742
Manulife MPF North American Equity Fund,29/09/2023,HKD,23.732
Manulife MPF North American Equity Fund,03/10/2023,HKD,23.336
Manulife MPF North American Equity Fund,04/10/2023,HKD,23.528
Manulife MPF North American Equity Fund,05/10/2023,HKD,23.509
Manulife MPF North American Equity Fund,06/10/2023,HKD,23.851
Manulife MPF North American Equity Fund,09/10/2023,HKD,24.002
Manulife MPF North American Equity Fund,10/10/2023,HKD,24.130
Manulife MPF North American Equity Fund,11/10/2023,HKD,24.266
Manulife MPF North American Equity Fund,12/10/2023,HKD,24.090
Manulife MPF North American Equity Fund,13/10/2023,HKD,23.940
Manulife MPF North American Equity Fund,16/10/2023,HKD,24.182
Manulife MPF North American Equity Fund,17/10/2023,HKD,24.215
Manulife MPF North American Equity Fund,18/10/2023,HKD,23.860
Manulife MPF North American Equity Fund,19/10/2023,HKD,23.672
Manulife MPF North American Equity Fund,20/10/2023,HKD,23.323
Manulife MPF North American Equity Fund,24/10/2023,HKD,23.470
Manulife MPF North American Equity Fund,25/10/2023,HKD,23.008
Manulife MPF North American Equity Fund,26/10/2023,HKD,22.776
Manulife MPF North American Equity Fund,27/10/2023,HKD,22.710
Manulife MPF North American Equity Fund,30/10/2023,HKD,23.035
Manulife MPF North American Equity Fund,31/10/2023,HKD,23.214
Manulife MPF North American Equity Fund,01/11/2023,HKD,23.455
Manulife MPF North American Equity Fund,02/11/2023,HKD,23.914
Manulife MPF North American Equity Fund,03/11/2023,HKD,24.198
Manulife MPF North American Equity Fund,06/11/2023,HKD,24.187
Manulife MPF North American Equity Fund,07/11/2023,HKD,24.329
Manulife MPF North American Equity Fund,08/11/2023,HKD,24.324
Manulife MPF North American Equity Fund,09/11/2023,HKD,24.144
Manulife MPF North American Equity Fund,10/11/2023,HKD,24.541
Manulife MPF North American Equity Fund,13/11/2023,HKD,24.496
Manulife MPF North American Equity Fund,14/11/2023,HKD,25.039
Manulife MPF North American Equity Fund,15/11/2023,HKD,25.057
Manulife MPF North American Equity Fund,16/11/2023,HKD,25.081
Manulife MPF North American Equity Fund,17/11/2023,HKD,25.136
Manulife MPF North American Equity Fund,20/11/2023,HKD,25.317
Manulife MPF North American Equity Fund,21/11/2023,HKD,25.252
Manulife MPF North American Equity Fund,22/11/2023,HKD,25.388
Manulife MPF North American Equity Fund,23/11/2023,HKD,25.394
Manulife MPF North American Equity Fund,24/11/2023,HKD,25.412
Manulife MPF North American Equity Fund,27/11/2023,HKD,25.345
Manulife MPF North American Equity Fund,28/11/2023,HKD,25.366
Manulife MPF North American Equity Fund,29/11/2023,HKD,25.468
Manulife MPF North American Equity Fund,30/11/2023,HKD,25.608
Manulife MPF North American Equity Fund,01/12/2023,HKD,25.813
Manulife MPF North American Equity Fund,04/12/2023,HKD,25.628
Manulife MPF North American Equity Fund,05/12/2023,HKD,25.613
Manulife MPF North American Equity Fund,06/12/2023,HKD,25.509
Manulife MPF North American Equity Fund,07/12/2023,HKD,25.754
